project_contract_address,dex,percentage
0x6ca298d2983ab03aa1da7679389d955a4efee15c,ethereum_pancakeswap_3,0.1
0x3cb104f044db23d6513f2a6100a1997fa5e3f587,linea_lynex_fusion,0.1
0x6ca298d2983ab03aa1da7679389d955a4efee15c,ethereum_pancakeswap_3,0.1
0xd446eb1660f766d533beceef890df7a69d26f7d1,avalanche_c_trader_joe_2.1,0.1
0x03c01acae3d0173a93d819efdc832c7c4f153b06,base_swaap_2,0.1
0x2f1da4bafd5f2508ec2e2e425036063a374993b6,avalanche_c_trader_joe_2.1,0.1
0x6ca298d2983ab03aa1da7679389d955a4efee15c,ethereum_pancakeswap_3,0.1
0xa30ac54aecaddd6f3ad4870d38c4713a01ea5eb8,kaia_klay_swap_3,0.1
0xa20c959b19f114e9c2d81547734cdc1110bd773d,avalanche_c_pharaoh_1,0.1
0xbc309cec74b8181d39945ed89acb761eb25b4c72,kaia_klay_swap_3,0.1
0xfae3f424a0a47706811521e3ee268f00cfb5c45e,avalanche_c_uniswap_3,0.1
0xd405b976ac01023c9064024880999fc450a8668b,bnb_thena_fusion,0.1
0x98240fef612ecfd84830b210a544e9a906c48199,avalanche_c_uniswap_3,0.1
0x1b9a1120a17617d8ec4dc80b921a9a1c50caef7d,bnb_thena_fusion,0.1
0x97bb1788dcd64e17166931b87789cae97c154009,avalanche_c_uniswap_3,0.1
0xa60a504d92a1c95bda729c3f745b361ca822d6dd,bnb_thena_fusion,0.1
0x03c01acae3d0173a93d819efdc832c7c4f153b06,bnb_swaap_2,0.1
0x1f9b1a3ddedbf47b96c65f29c0586b678de2623b,bnb_thena_fusion,0.1
0x74ad64bac8df96af2b63ea50c3d8840b79aa7a3b,base_solidly_3,0.1
0x1123e75b71019962cd4d21b0f3018a6412edb63c,bnb_thena_fusion,0.1
0x7f0db0d77d0694f29c3f940b5b1f589fff6ef2e0,blast_thruster_UNI-V3,0.1
0x1b932598da273069e1878e4a1505b6f833462210,bnb_thena_fusion,0.1
0xf00da13d2960cf113edcef6e3f30d92e52906537,blast_thruster_UNI-V3,0.1
0xcb80b1a9e7b319a4c5ec6b0666967ca1e309e40f,base_balancer_3,0.1
0xed9e3f98bbed560e66b89aac922e29d4596a9642,base_woofi_2,0.1
0xcb0e5bfa72bbb4d16ab5aa0c60601c438f04b4ad,arbitrum_sushiswap_1,0.1
0x1f98400000000000000000000000000000000004,unichain_uniswap_4,0.1
0x1f98400000000000000000000000000000000004,unichain_uniswap_4,0.1
0xcb0e5bfa72bbb4d16ab5aa0c60601c438f04b4ad,arbitrum_sushiswap_1,0.1
